Star,Ra,Dec,Mag
56975.0,3.0577518047,0.3726773909,5.4221
56986.0,3.0582279236,-1.0836767511,5.0972
56997.0,3.0589095136,0.5969472843,5.4478
57013.0,3.0601334791,-0.7521614589,5.5582
57029.0,3.0611984701,0.5540719346,5.8389
57047.0,3.0618858175,-0.5672201803,5.3532
57111.0,3.0651201683,1.1649166693,5.4797
57175.0,3.0696850766,-1.0906457561,5.153
57283.0,3.0751071768,-0.3202786432,4.876
57328.0,3.0773794348,0.144132341,4.8964
57363.0,3.0788020574,-1.164638027,3.684
57371.0,3.0793428412,-0.7974434717,5.2447
57380.0,3.0798931342,0.1139667516,4.1388
57399.0,3.0807340494,0.8339067425,3.855
57439.0,3.0827495349,-1.0677637973,4.2658
57443.0,3.0828512046,-0.7068816407,5.0211
57477.0,3.0845500985,0.9708964275,5.4251
57512.0,3.0862634687,-1.006994712,5.5273
57562.0,3.0888642046,0.143917497,5.3329
57565.0,3.0891765176,0.3528870936,4.6286
57581.0,3.0902864789,-1.1661394871,4.863
57606.0,3.0920522523,0.2493062724,5.9509
57613.0,3.0925129347,-0.466871276,5.0461
57632.0,3.0938781373,0.2543352565,2.1605
57669.0,3.0965841039,-1.1133191681,4.2717
57670.0,3.0966358158,0.6096738637,5.8347
57696.0,3.097714141,-1.2256711841,5.1325
57741.0,3.0999436353,-1.0934380156,5.7611
57757.0,3.1009618419,0.0308116416,3.7136
57791.0,3.1024849815,-0.0930842385,5.7926
57803.0,3.1029591823,-0.7884254291,4.6271
57841.0,3.1053491982,-0.5381564896,5.9745
57851.0,3.1060514255,-1.1380575519,4.8497
57870.0,3.1074419351,-0.9946252141,5.5879
57936.0,3.110653874,-0.5918085159,4.2517
58001.0,3.1146666759,0.9371498813,2.4286
58082.0,3.1185039656,-0.4487951192,5.4294
58103.0,3.119777703,-1.1044300213,5.9641
58110.0,3.1200052273,0.1473739493,5.7286
58159.0,3.122723276,0.2730883388,5.5709
58181.0,3.1240235646,0.987831269,5.9943
58188.0,3.1242108904,-0.2993380834,5.1725
58326.0,3.1314143401,-1.0899360544,5.5171
58379.0,3.1339748067,-0.9829225676,5.423
58427.0,3.136332579,-1.1229371038,5.6577
58484.0,3.1399703424,-1.3652282733,4.8769
58510.0,3.1413689387,0.0637955717,5.3676
58576.0,3.1448191334,-0.1822968327,5.6883
58587.0,3.1453138443,-0.3431142515,5.2072
58590.0,3.1454025814,0.1154429634,4.6939
58654.0,3.1488308647,0.6290564006,5.7563
58684.0,3.1508329504,0.7512850951,5.29
58720.0,3.1530650388,-1.2076329457,5.869
58758.0,3.1548061907,-1.1050193489,4.3862
58803.0,3.1575416697,-0.7406093041,5.2408
58858.0,3.1602513804,0.374533055,5.9552
58867.0,3.1604449601,-1.1024496308,4.6931
58884.0,3.1618782376,-1.192564223,5.347
58905.0,3.1624394195,-1.3355115401,5.1622
58948.0,3.1643306252,0.1524169099,4.2802
58952.0,3.164481094,1.3422621847,5.9523
59072.0,3.1716161638,-1.1277207425,4.2219
59151.0,3.1757784289,-1.3154034342,5.3231
59173.0,3.1768814921,-0.8842056941,4.4016
59184.0,3.1775704167,-0.8498439303,5.3382
59196.0,3.1780659373,-0.8852730576,2.5241
59199.0,3.1782992992,-0.4315986283,4.0991
59229.0,3.1804144909,-0.7736326578,5.8135
59232.0,3.1804697264,-0.7196269068,5.4871
59309.0,3.1854812583,0.101350626,5.8042
59316.0,3.1857731851,-0.3947898488,3.1761
59394.0,3.1898714556,-0.4119391116,5.475
59449.0,3.1924363537,-0.9140012762,3.9086
59468.0,3.1933126538,0.4515228804,5.7995
59501.0,3.1946287839,0.3585273799,5.7594
59504.0,3.1948188751,1.3546581111,5.2282
59517.0,3.1955514397,-1.098698255,5.9994
59607.0,3.2001381554,-0.6794420031,5.7185
59608.0,3.2002062251,0.1791119741,5.9207
59654.0,3.20287749,-0.7980331196,5.4459
59728.0,3.2070121233,-0.3638005023,5.9864
59746.0,3.2076630895,1.2252224726,5.8826
59747.0,3.2076793268,-1.0253617674,2.7066
59774.0,3.2088932061,0.9954066109,3.3353
59803.0,3.2105671816,-0.3061653709,2.5477
59819.0,3.2114229065,0.2600391354,5.1214
59831.0,3.2119538874,0.7096553841,5.7722
59847.0,3.212900644,0.41792648,5.0956
59856.0,3.2136002012,0.5770372336,5.1576
59920.0,3.2179189748,0.9283657802,5.9575
59923.0,3.2179942461,0.5050477287,5.7662
59929.0,3.2182879714,-1.1861374812,4.0506
60000.0,3.221655562,-1.3842602319,4.2039
60009.0,3.222044529,-1.1170638759,3.9952
60030.0,3.2230630262,-0.0137382663,5.9541
60044.0,3.2237733176,1.3117990666,5.4903
60059.0,3.2244833165,-0.9624264796,5.1071
60122.0,3.2280390419,0.8549343838,5.3751
60129.0,3.2284512488,-0.0116369299,3.8992
60170.0,3.2302932041,0.4646023015,5.6915
60172.0,3.23039737,0.0578179909,5.1251
60189.0,3.2313106248,-0.3877394477,5.1743
60202.0,3.2319929421,0.3105403765,4.8881
60212.0,3.2325556009,1.009922368,5.6708
60221.0,3.2329108858,-0.2367669851,5.3085
60260.0,3.234808597,-1.0542027753,3.7319
60320.0,3.2381229277,-1.1784828353,5.2128
60329.0,3.238460912,-1.1921855219,5.8972
60351.0,3.2397906347,0.4511009729,4.9014
60379.0,3.2411834973,-1.0066378625,5.3502
60425.0,3.2435198633,-0.4335506271,5.8305
60449.0,3.2445270452,-0.6180675005,5.3054
60463.0,3.2452060297,-0.6791311834,5.7779
60485.0,3.2464202076,0.8999306709,4.9223
60514.0,3.2476606486,0.4555067316,5.1852
60584.0,3.2509101481,0.990960565,5.8838
60595.0,3.2515339212,-0.2026416768,5.9675
60610.0,3.2522584465,-0.6141185479,5.6998
60646.0,3.2543843455,0.6810047602,5.1772
60697.0,3.2567897479,0.4759209655,4.9937
60710.0,3.2573507614,-0.8979825724,4.7661
60718.0,3.2576527881,-1.1012862951,0.6739
60735.0,3.2587983651,-0.5729924231,5.5719
60742.0,3.2591353191,0.493380489,4.5164
60746.0,3.2593517717,0.4681971664,4.9999
60781.0,3.2615023153,-1.0296006045,5.3605
60795.0,3.2619567954,0.9723709613,5.774
60823.0,3.2639410768,-0.8766894414,3.8436
60855.0,3.265400925,-0.6813963998,5.4365
60904.0,3.2677448931,0.4522652176,5.2424
60941.0,3.2700964276,0.420780047,5.5714
60957.0,3.2712723255,0.3647072287,5.7199
60965.0,3.2719093518,-0.2882427674,2.9449
60969.0,3.272070132,-0.9865468232,5.8666
60978.0,3.272303182,1.0193687396,5.4208
60998.0,3.2729840326,1.207789843,5.0608
61015.0,3.2737622107,-0.4135805552,5.727
61071.0,3.2768969863,0.4287783425,5.4711
61084.0,3.2775777484,-0.9968023763,1.6299
61136.0,3.2797896339,-1.0371429551,5.6217
61174.0,3.2815451373,-0.2826711778,4.3853
61199.0,3.2832632867,-1.2589579249,3.7903
61212.0,3.2838432872,-0.2418847339,5.8265
61281.0,3.2876943477,1.2180340414,3.8414
61296.0,3.2880744307,-0.2239314762,5.736
61309.0,3.288411541,0.5802811377,5.5863
61317.0,3.2888615374,0.7218117631,4.3682
61318.0,3.2889855083,-0.1649698757,5.4867
61359.0,3.2916352739,-0.408348104,2.8099
61379.0,3.2930331649,-0.7796824941,5.9048
61384.0,3.2931501584,1.2221104856,5.0822
61394.0,3.2936630311,0.3949538655,4.7908
61404.0,3.2939063474,-1.1825807934,5.8298
61418.0,3.2948734657,0.3207391918,5.1936
61468.0,3.2976261488,-0.715968045,5.1872
61498.0,3.2987503946,-0.6958531169,5.7935
61558.0,3.3021171832,-0.1017850049,5.9056
61571.0,3.3029159168,0.2982694119,5.8343
61585.0,3.303841641,-1.2066426928,2.6109
61621.0,3.3061064103,-0.473658948,5.4916
61622.0,3.3061137794,-0.8472053013,3.8752
61658.0,3.3090316932,0.0323707057,5.7286
61724.0,3.3122973136,0.3676113872,5.6508
61740.0,3.3128394488,-0.1395478782,4.8251
61789.0,3.3155846301,-0.6979090242,4.6037
61910.0,3.3216541295,-0.2271357643,5.202
61916.0,3.3221647765,-0.8053948742,5.9643
61932.0,3.3227581995,-0.8545112049,2.146
61941.0,3.3233979411,-0.0252989299,2.8213
61960.0,3.3243437214,0.1786491592,4.9058
61966.0,3.3246047377,-1.0417139155,4.9034
61968.0,3.3246456698,0.1187983518,5.5779
62012.0,3.3274383038,-0.8519481778,4.8254
62027.0,3.3285088943,-1.1005804682,5.3375
62058.0,3.3298854812,-0.9804595881,5.9724
62131.0,3.3336188946,-0.4943446348,5.6142
62223.0,3.3385115222,0.7930815345,5.3059
62267.0,3.3406417842,0.1339246099,5.2975
62268.0,3.3406995486,-1.0643220336,4.8538
62322.0,3.3435323214,-1.1887104886,2.9789
62325.0,3.3439330065,0.16651819,5.8138
62327.0,3.3439599075,-0.9859151954,4.5756
62356.0,3.3451237317,0.2893345605,5.2699
62402.0,3.3480451381,1.0957375821,5.9494
62423.0,3.3491662126,1.1657109171,5.5515
62434.0,3.3498190466,-1.0417649114,1.1537
62500.0,3.3529490194,-0.4816625319,5.8138
62512.0,3.3538927722,1.0527808088,5.9399
62541.0,3.3549734185,0.2464864474,5.7177
62561.0,3.355889793,1.455915115,5.8827
62572.0,3.3563990155,1.4558290249,5.3944
62576.0,3.3566690228,0.480878808,5.7831
62608.0,3.3586643154,-1.2563969957,5.7159
62641.0,3.3605446172,0.6547931579,5.9303
62683.0,3.3627540092,-0.5933991687,4.8977
62703.0,3.3639696763,-0.921313847,5.7522
62732.0,3.365429797,-1.0529534053,5.8116
62763.0,3.3671712115,0.4806764893,5.0579
62786.0,3.3682636613,-0.6925533606,5.964
62867.0,3.3733561291,-0.854220915,4.4793
62886.0,3.3741410937,0.3707955534,5.0514
62894.0,3.3744413778,-1.0529307171,5.8444
62896.0,3.3747501648,-0.7012526735,4.3163
62931.0,3.3764065929,-1.0537641791,5.9675
62956.0,3.3773308557,0.976683509,1.7545
62985.0,3.3787519275,-0.166486024,4.8309
63003.0,3.3798051948,-0.9979424596,3.9538
63005.0,3.379897092,-0.9977810656,5.11
63007.0,3.380064263,-1.0323040512,4.5656
63024.0,3.3813235182,0.8237384684,5.6709
63031.0,3.3814553162,-1.4856839921,5.6111
63066.0,3.3829907064,-0.7490202918,5.5509
63076.0,3.3836520041,1.1421181097,5.3073
63090.0,3.3842285625,0.0592992848,3.4405
63117.0,3.3857307477,-0.9919719174,5.3713
63125.0,3.3860726301,0.6687795565,2.8471
63143.0,3.38722171,0.9442141029,5.9036
63210.0,3.3906206313,-0.8935861685,5.1524
63355.0,3.398698991,0.3038506605,4.8555
63414.0,3.4019045483,-0.0665309367,5.8511
63432.0,3.4030484927,1.1623422897,5.5285
63462.0,3.4045908996,0.5373002513,5.0453
63503.0,3.4065616913,0.9837780663,5.0063
63608.0,3.4129012157,0.191272411,2.998
63613.0,3.4132660849,-1.2487621175,3.7698
63688.0,3.4168718397,-1.2474867048,5.9425
63724.0,3.4189071464,-0.8644133445,4.8466
63738.0,3.4198291807,-0.3592500154,5.6918
63901.0,3.4284420585,0.6248078339,5.1822
63916.0,3.4290105152,0.7900841949,5.7937
63945.0,3.4307886472,-0.845843343,4.6551
63950.0,3.4312143461,0.3947287342,5.405
63972.0,3.4321206977,-0.7258546402,5.7606
64003.0,3.4335156532,-0.6259068862,5.6541
64004.0,3.4335471917,-0.8710277838,4.2058
64022.0,3.4347140002,0.4821455761,4.9175
64053.0,3.4367220496,-0.9330480377,5.6901
64078.0,3.4378479646,-0.1874550821,5.3154
64094.0,3.4388192293,-1.1398050259,5.4825
64122.0,3.4406612275,-0.1568043733,5.7306
64166.0,3.4429006957,-0.4034847403,5.1032
64179.0,3.4435653321,0.1749250626,5.9557
64238.0,3.446807974,-0.0966725528,4.369
64241.0,3.4469925602,0.3059407189,4.4292
64332.0,3.4520388111,-0.7371019024,5.8965
64348.0,3.4530835673,-0.756923207,5.407
64394.0,3.4552372412,0.4865286405,4.3607
64407.0,3.456005331,-0.2827067414,5.1332
64408.0,3.4560040346,-0.6597891949,4.9825
64425.0,3.4570339481,-1.0458106539,4.5502
64445.0,3.458148227,0.2016932188,5.8831
64466.0,3.4592983084,-1.1558751235,5.9281
64515.0,3.4618156769,-0.8848781804,5.9112
64540.0,3.4632409473,0.7007993937,5.1081
64577.0,3.4652763048,-0.3478674153,5.4722
64583.0,3.4656005257,-1.0315394963,5.0087
64607.0,3.4667506115,0.1977769559,5.764
64661.0,3.4699325551,-1.1849836754,4.7571
64692.0,3.471172269,0.7130572713,5.8342
64725.0,3.4731021088,-0.348067914,5.3748
64792.0,3.4766023027,0.1644744686,5.314
64803.0,3.4770675638,-0.5498847707,5.2673
64820.0,3.478516464,-1.1655906147,5.0187
64822.0,3.4785810541,-0.7675860547,5.8814
64823.0,3.4787046991,0.2386850685,5.482
64844.0,3.4799419745,0.7081248058,4.7902
64852.0,3.4802073865,0.0954668055,4.8642
64906.0,3.4829892661,0.867114742,5.1358
64924.0,3.4837478695,-0.3195455329,4.866
64927.0,3.4839468033,0.5951274794,5.9579
64962.0,3.4859499991,-0.4044174415,3.1521
65072.0,3.492039912,0.7007593979,5.7608
65109.0,3.4932812673,-0.6407466857,2.7717
65112.0,3.4934113559,-0.9206225188,5.4194
65144.0,3.4948591497,-0.818211371,5.9232
65198.0,3.4980527838,0.0364314907,5.7157
65241.0,3.5000927133,0.0899691198,5.9238
65247.0,3.5005697741,-0.9107643161,5.8719
65271.0,3.5021471189,-1.0644476203,4.477
65301.0,3.5038317615,-0.3095377004,5.5196
65378.0,3.5077787053,0.9586293363,2.254
65387.0,3.5081440428,-1.1263589984,4.68
65420.0,3.5105215433,-0.0901274379,5.8582
65466.0,3.5129612514,0.4163384865,5.7862
65468.0,3.5130103802,-1.3070333982,5.2101
65474.0,3.5133190262,-0.1948004728,0.8891
65477.0,3.5134507307,0.9597216255,4.0506
65479.0,3.5135031028,-1.1254771758,5.4087
65522.0,3.516140221,-1.2326780668,5.6555
65535.0,3.5173939709,-0.6938550327,5.2982
65536.0,3.5174219073,1.2634699953,5.9196
65581.0,3.5199832724,-0.2217896815,5.3888
65593.0,3.5209198805,-0.7242691386,5.8335
65595.0,3.5209995727,1.3725931693,5.8885
65639.0,3.5231825772,-0.2787924495,4.9272
65721.0,3.5274522528,0.2405096496,5.1033
65728.0,3.5275415356,1.0462498896,5.4734
65790.0,3.5308764342,0.1888166283,5.8173
65810.0,3.5317650416,-0.8929997169,5.0692
65835.0,3.5330422611,-0.4063363437,5.4789
65936.0,3.5388491118,-0.6877867814,4.0636
66006.0,3.5428690141,-0.1091827464,4.7615
66065.0,3.5456336182,-0.5007823386,5.7151
66091.0,3.546777274,-0.2681351475,5.6871
66098.0,3.5472428827,-0.1774111112,5.3724
66198.0,3.5522777178,0.9660126843,5.6008
66200.0,3.5523199141,0.0638620334,4.9329
66234.0,3.5537356827,0.8554889431,4.7197
66247.0,3.5546887141,-0.2306331534,5.9343
66249.0,3.5547815209,-0.0104010854,3.4147
66257.0,3.5552172369,0.6489559807,5.0194
66320.0,3.5583836121,-0.0941848063,5.8648
66400.0,3.5639993834,-0.4624291097,5.7994
66417.0,3.5647695258,0.4295831787,5.8021
66435.0,3.5656389019,1.2434121182,5.6647
66438.0,3.5657222698,-1.076721045,5.7357
66454.0,3.5665437772,-0.8103186788,5.8727
66458.0,3.5668491774,0.6334644685,4.8684
66563.0,3.5722618135,-0.5159311928,5.9088
66634.0,3.5757854528,0.9236469454,5.5045
66640.0,3.5760839632,0.1875583437,5.6573
66656.0,3.5770949009,-0.6990318533,5.7645
66657.0,3.5774357455,-0.9331640675,2.2097
66666.0,3.5779175069,-0.8717919781,5.5197
66681.0,3.5787105129,-1.1270734942,5.8843
66727.0,3.5808700713,0.3482920259,5.743
66738.0,3.5811460141,0.9543750343,4.7124
66753.0,3.5820101525,-1.4972480188,5.6183
66763.0,3.5824597155,0.392626327,5.7952
66798.0,3.5844566395,1.1313650018,5.8763
66803.0,3.5849666943,-0.1518974401,5.1029
66821.0,3.5855473103,-0.9522405628,4.9755
66849.0,3.5867332136,-1.026027575,5.3788
66925.0,3.5907326273,-0.9907878059,5.9761
66936.0,3.5912974037,0.0617511374,5.5128
66984.0,3.5939307395,-0.7342165549,5.9427
67057.0,3.5975467716,-0.2823778435,5.7085
67143.0,3.6024277603,-0.4558099195,5.8211
67153.0,3.6027643956,-0.5767155343,4.3195
67172.0,3.6038380656,-0.2168841574,5.6446
67194.0,3.6050963594,0.717135697,5.9497
67231.0,3.6066992891,0.9500296654,5.6745
67234.0,3.6069678569,-0.8976699175,4.7986
67244.0,3.6082036213,-0.6327151008,5.1581
67250.0,3.6084591278,0.6726978919,5.6739
67275.0,3.6096344455,0.3046781868,4.5949
67288.0,3.6103120611,-0.3117116754,5.4895
67292.0,3.6104742558,-0.8770161023,5.9967
67301.0,3.6108350538,0.8606795018,1.7994
67304.0,3.6112803722,-0.8782613205,5.6003
67384.0,3.6156487326,0.5443701936,5.7722
67457.0,3.6191402795,-0.6012769322,4.1005
67459.0,3.6192818453,0.275723726,4.1588
67464.0,3.6193981602,-0.727586922,3.3237
67472.0,3.6198861585,-0.7413056511,3.3969
67480.0,3.6203088393,0.3711279327,5.0624
67494.0,3.6210014729,-0.3164993366,5.1274
67605.0,3.6265911862,0.6050101817,5.977
67627.0,3.6278077527,1.129634386,4.6219
67663.0,3.6293562273,-0.8185355121,5.7124
67664.0,3.6293702644,-1.211280254,5.8297
67665.0,3.6293750552,0.6011667545,4.7831
67669.0,3.6295303807,-0.5758542239,4.2763
67703.0,3.6306411891,-0.9217339285,5.2427
67782.0,3.6354017826,0.5000030095,5.9747
67786.0,3.6355607033,-0.5572415082,4.7067
67787.0,3.635590015,0.3129873709,5.8611
67819.0,3.6370349242,-0.6224576089,5.6321
67836.0,3.6377832446,-0.9315394743,5.8829
67848.0,3.6383600634,0.9377425823,5.6983
67861.0,3.6388112948,-0.8225414469,5.82
67927.0,3.6420015586,0.3211159157,2.7957
67929.0,3.6420800996,-0.0262335423,5.3283
67942.0,3.6425848311,-1.1807512674,5.868
67973.0,3.6442598143,-0.9103771632,5.6444
68002.0,3.6457335522,-0.8253359433,2.4419
68079.0,3.6491848377,-0.8131965203,5.9839
68092.0,3.6497665983,0.0183355236,5.9656
68103.0,3.6502225135,0.4798293781,5.1571
68191.0,3.6549330253,-1.1115411398,4.8736
68245.0,3.6576490399,-0.7347959205,3.7448
68269.0,3.6587321243,-0.4358467213,5.1814
68276.0,3.6592957652,0.3786722317,5.7682
68282.0,3.6594297557,-0.7819691374,3.7877
68390.0,3.6652093302,-0.4365099822,5.875
68520.0,3.6723751468,0.0269580679,4.2777
68523.0,3.6727175713,-0.7959289686,4.4632
68581.0,3.6755763378,-0.478739673,5.6282
68702.0,3.681877112,-1.0537072605,0.5366
68756.0,3.6843483047,1.1235698204,3.6452
68815.0,3.6884698604,-1.3403548608,5.074
68862.0,3.6915739711,-0.7187192604,4.2873
68895.0,3.6929908122,-0.4656890761,3.4187
68933.0,3.6943765794,-0.6347534825,2.2226
68940.0,3.6944916369,-0.1625516765,5.5468
69038.0,3.699788698,0.765405849,5.097
69068.0,3.701360184,0.8632053013,5.341
69112.0,3.7038074874,1.3534580341,4.9527
69174.0,3.7070111526,-0.8989256443,5.9574
69191.0,3.7084578942,-0.9326817114,4.9002
69226.0,3.7105662455,0.4379349257,4.928
69269.0,3.7124959206,-0.2845236335,5.015
69373.0,3.7178460881,1.2118286748,5.2687
69389.0,3.7187025217,0.0420536454,4.9532
69415.0,3.7208989264,-0.4757959527,5.2345
69427.0,3.7214594688,-0.1793158931,4.3251
69462.0,3.7231087713,-0.9366423103,5.6781
69483.0,3.7240199201,0.9039058561,4.5711
69493.0,3.7248721621,-0.0147502004,5.9996
69536.0,3.7266656942,0.2261872819,5.6471
69598.0,3.7293877017,-0.7302012256,5.7745
69612.0,3.7299767844,0.1762958773,5.4469
69618.0,3.7304350312,-0.9963399723,5.0166
69658.0,3.7323948259,-0.3176614724,5.5416
69673.0,3.7335754203,0.334881044,0.1114
69701.0,3.7350689537,-0.1047114831,4.1854
69713.0,3.7357368764,0.8965235214,4.8082
69732.0,3.7366900315,0.8043859341,4.2074
69763.0,3.7378208294,-1.1621777639,5.7257
69829.0,3.7414363273,0.2663959018,5.9225
69879.0,3.743717869,0.6197571809,4.966
69896.0,3.744747202,-1.4138493658,4.9613
69929.0,3.7465162257,-0.326653751,5.8748
69965.0,3.7481764588,-0.4505797386,5.973
69974.0,3.7485746716,-0.2333708781,4.5624
69989.0,3.749273895,0.2269691972,5.4905
69995.0,3.7498337116,-0.6458208107,5.9688
69996.0,3.7498568242,-0.8038652111,3.4849
70012.0,3.7504616346,-0.0395377046,5.3055
70027.0,3.7513903925,0.284607372,5.0121
70035.0,3.7518545708,-1.0694113535,5.2906
70054.0,3.7531639969,-0.7515189141,5.7092
70069.0,3.75387981,-0.9841297135,4.3627
70090.0,3.7548925796,-0.6612226508,4.0385
70104.0,3.7555522819,-0.7886598616,4.8528
70243.0,3.7626198883,-0.6071440439,5.5414
70248.0,3.7628714689,-1.3981642581,5.029
70264.0,3.763884104,-1.0203047909,4.9105
70300.0,3.7657120159,-0.6896104101,4.3518
70306.0,3.7659774873,-0.4843940375,4.9395
70327.0,3.7672015621,0.1474216898,4.8776
70384.0,3.7699751948,0.1438850204,5.9644
70400.0,3.7707395193,0.1015801647,5.1457
70469.0,3.7734498733,-0.4329510238,5.5022
70492.0,3.7747355084,-1.1902329348,5.6842
70497.0,3.7751485776,0.9049831242,4.1514
70574.0,3.7792367024,-0.7892621438,4.5093
70576.0,3.779423348,-0.7920175094,4.4387
70602.0,3.7806310182,0.335571573,5.4698
70638.0,3.7826914176,-1.4602795126,4.4667
70657.0,3.783518443,-1.1488038401,5.9948
70663.0,3.7838956011,-0.8051913335,5.9009
70692.0,3.7852935417,1.3211433701,4.3883
70753.0,3.7881239345,-0.5147251671,4.9519
70755.0,3.7882531689,-0.0388850757,4.9445
70791.0,3.7901343192,0.8699587401,5.7362
70794.0,3.7903992204,-0.1204349458,5.5524
70915.0,3.796720909,-0.7910056937,5.4832
70931.0,3.7976177519,-0.8642683139,5.4065
71002.0,3.8016460732,-1.1818855508,5.994
71053.0,3.8040802105,0.5300764764,3.7331
71075.0,3.8051637674,0.6685987015,3.098
71111.0,3.8070670437,0.9668782985,5.8582
71115.0,3.8071901038,0.3885096074,5.997
71121.0,3.807514556,-0.8806428996,4.371
71184.0,3.8115424365,-0.9599069265,5.9687
71280.0,3.8164286902,0.8616381897,5.8487
71284.0,3.8165035086,0.5191448216,4.547
71352.0,3.8201222336,-0.7357914675,2.2729
71353.0,3.8201983252,-0.7246149854,5.8581
71419.0,3.8236569139,-0.807136089,5.6764
71453.0,3.8254817884,-0.7018235339,5.7072
71500.0,3.8281008585,-0.805179973,5.5812
71502.0,3.8281458651,-0.8051135378,5.8569
71536.0,3.8305069195,-0.8626422065,3.9964
71568.0,3.8319192313,0.7616975176,5.8645
71573.0,3.832103455,0.9428859522,5.8369
71618.0,3.8346542914,0.7750055119,5.4092
71681.0,3.8382255459,-1.0618492493,1.2429
71683.0,3.8383352142,-1.061773585,0.1373
71759.0,3.8428048809,0.2362191706,5.996
71762.0,3.8428921899,0.2865534233,4.5038
71783.0,3.8441904668,-0.6306719873,5.6488
71795.0,3.8447363858,0.2396045866,3.7971
71832.0,3.8469061349,0.1424495189,5.0289
71837.0,3.8472594908,0.203521709,5.7131
71860.0,3.8481436648,-0.8270790906,2.2296
71865.0,3.8482773961,-0.6596196804,3.9422
71908.0,3.8506824826,-1.1340201681,3.2465
71957.0,3.8530733801,-0.0987407647,3.9589
71974.0,3.8538008399,-0.4362927126,5.7097
71995.0,3.8546594199,0.4629990388,4.8689
72010.0,3.8556856434,-0.6138885911,4.2045
72012.0,3.8560464199,0.7061463096,5.867
72104.0,3.8614824336,-0.6142131405,4.9325
72105.0,3.8614864893,0.4725334744,2.5167
72125.0,3.8625952418,0.2960846851,4.7668
72131.0,3.8627951802,-1.0973836705,5.4362
72154.0,3.8637392509,0.012519074,5.6788
72197.0,3.8659172269,-0.4440626517,5.0285
72208.0,3.8663404303,0.2640987047,5.5986
72210.0,3.866395343,-0.4040936757,5.96
72220.0,3.8669945359,0.0330380071,3.7371
72250.0,3.8680152594,-0.8280030492,5.7662
72290.0,3.8703629291,-0.9142613668,5.3855
72323.0,3.871908228,-0.4472272408,5.6031
72357.0,3.8735242,-0.4553124215,5.3937
72370.0,3.8740292432,-1.379590486,3.9796
72378.0,3.8744538315,-0.4650627632,5.7699
72432.0,3.8773985356,-0.6393941324,5.7201
72438.0,3.877871527,-1.1622764649,5.88
72487.0,3.8803523787,0.8048829025,5.8715
72488.0,3.8803584102,-0.4232679934,5.8411
72489.0,3.8803825973,-0.2469463903,5.3339
72524.0,3.8820021605,0.8503342309,5.7747
72552.0,3.8832402408,0.4994405109,5.8214
72567.0,3.8845006878,0.4173390349,5.9949
72571.0,3.8846278055,-0.4879978929,4.5608
72573.0,3.8847849339,1.4401145715,5.7644
72582.0,3.8855248618,0.6505158905,5.6364
72603.0,3.8863583638,-0.2792019281,5.2416
72607.0,3.8864406714,1.2942572177,2.2044
72622.0,3.8871956548,-0.2799789166,2.7892
72631.0,3.8877951002,-0.0401224957,5.0912
72659.0,3.8894141879,0.333368944,4.6801
72664.0,3.8896534744,1.0348694635,5.6326
72683.0,3.8905078492,-0.7605323565,4.2816
72800.0,3.8957995193,-0.6597888483,4.9662
72833.0,3.8974319712,-1.2774091792,5.7427
72929.0,3.9022752217,-0.4300863926,5.4228
72934.0,3.9024766516,-0.2076650413,5.9484
72959.0,3.9035685433,-0.5812044296,5.9878
73036.0,3.9076982041,-1.0491853318,5.3418
73049.0,3.9084244836,-0.5908948329,5.3402
73087.0,3.9105002221,0.2521349028,5.899
73095.0,3.9107901647,-0.9217008251,5.4346
73100.0,3.9112057933,0.8661894422,5.7475
73111.0,3.9118704272,-0.8356486904,5.63
73129.0,3.9127374624,-1.0957349426,4.9999
73133.0,3.9128905295,-0.1991373178,5.6073
73165.0,3.9147049225,-0.0758535241,4.5517
73166.0,3.9147502578,0.2860269943,5.8814
73184.0,3.9158899154,-0.3736973547,5.877
73193.0,3.9163164067,-0.0029242593,5.6799
73199.0,3.9164547868,1.1507371369,4.5808
73223.0,3.9177665596,-1.3380150651,5.5086
73273.0,3.9205879287,-0.752827999,2.5982
73284.0,3.9211211389,-0.4827108316,5.728
73334.0,3.9233328099,-0.7348559006,3.0671
73350.0,3.9243084394,0.0797226834,5.9915
73369.0,3.9253161015,0.685307574,5.7211
73473.0,3.9312368806,-0.148683458,4.9297
73497.0,3.9327947625,-0.0480815841,5.6057
73507.0,3.9333255825,1.0507654273,5.9561
73536.0,3.9349113717,-0.0024479736,5.7896
73540.0,3.9350414764,-1.4525987124,5.8098
73555.0,3.935484253,0.7049496023,3.6469
73566.0,3.9361813516,-0.4897486088,5.8857
73568.0,3.9361910427,0.4364764156,4.9265
73620.0,3.9396495449,0.0364995747,4.5583
73624.0,3.9400291821,-0.5697321243,5.4085
73634.0,3.9405231982,0.6144566554,5.6865
73695.0,3.9435483002,0.8317194395,4.8775
73714.0,3.9447540497,-0.4412516273,3.3093
73745.0,3.9463972151,0.4703253898,4.6769
73771.0,3.9478593797,-1.4492911885,5.8126
73776.0,3.9479383497,-1.1175582841,5.3234
73807.0,3.9493241686,-0.8211982506,3.8552
73826.0,3.9501999448,-0.7167584463,5.2944
73841.0,3.9506903183,0.840391753,5.5915
73909.0,3.9543829745,0.9521868355,5.4069
73937.0,3.9555860719,-0.539628102,5.9501
73945.0,3.9559064403,-0.2837340129,5.3069
73996.0,3.9588392261,0.4340562794,5.0253
